utterance,utterance_pos,initial_consine_similarity,consine_similarity,question_mark,duplicate,what,where,when,why,who,how,absolute_pos,norm_pos,utter_len,utter_len_unique_x,utter_len_unique_y,is_starter,contain_thank,exclamation_mark,feedback,neg,neu,pos,compound
"Scott wrote: The charts in the new page still refer BACK to the data in the old page.  This is not right, and not what happens in earlier versions of Excel and/or the OS.  Any other ideas??  Works as expected for me, using Excel 2010 and 2003.  When I copy a sheet with a chart, then edit the data on the new sheet, the new sheet's chart reflects the new sheet's data, and the old sheet's chart continues to reflect the old sheet's unchanged data.  (I use a simple chart that references cells in the sheet that contains the chart.)  Perhaps the problem is not with the chart's references, but with the system of formulas starting in the sheet that you copied.  [EDIT] Or perhaps there is yet-another option that influences this behavior.  In any case, if you provide an example Excel file that demonstrates the problem, we might be able to explain your observations.  You can upload the example Excel file (devoid of any private data) that to a file-sharing website.  Then post the ""shared"", ""public"" or ""view-only"" link (aka URL; http://...) in a response here.  The following is a list of some free file-sharing websites; or use your own.  Box.Net: http://www.box.net/files Windows Live Skydrive: http://skydrive.live.com MediaFire: http://www.mediafire.com FileFactory: http://www.filefactory.com FileSavr: http://www.filesavr.com RapidShare: http://www.rapidshare.com   baillebeagScott wrote previously: As grateful as I am for getting this solved, the fact remains that customers shouldn't be plagued with solving unnecessary issues created by ""features"" of highly dubious value.  This is a peer-to-peer forum; just plain folks helping folks.  So pontificating here is a waste of time.  No one related to the Excel (Office) team reads these discussions; and even if they did, Microsoft does not listen to its customers, IMHO.  As for us normal people, you are just preaching to the choir most of the time.  FYI, Excel 2003 also has the same copy option.   So if anything, we are only talking about the default setting of the option.  I cannot say with impunity because I modify so many original settings that I don't what is and is not default behavior anymore.  As for the usefulness or uselessness of the option, that's simply a matter of opinion.  I usually don't post my opinions because they are no more or less ""right"" than anyone else's, including Microsoft.  (The operative word is ""usually"" ;->.)",7,0.3800477028585322,0.9436975256490275,True,True,1.0,0.0,0.0,0.0,0.0,0.0,7,0.875,1714,165,155,False,False,False,True,0.049,0.823,0.127,0.9869
I would also like the answer.,4,0.389118477807464,0.43056154520204615,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,20,4,4,False,False,False,False,0.0,0.667,0.333,0.3612
"Hi Elizabeth,  Have you referred my suggestions provided above?  Regards, YogaClaudia",3,0.05598925109558543,0.14681692094986865,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,70,8,8,False,False,False,False,0.0,1.0,0.0,0.0
"I developed a deck in PowerPoint (Office 365) in which an audio file starts up automatically on each of its slides when it plays in Slide Show. Each slide has its own audio file embedded within to accomplish this. There is also one long audio file that plays across 19 slides lasting a minute and a half, early in the deck. The deck also employs timing to delay animation and time transitions from slide to slide. Everything works like a charm on my machine. If you'd like, you can download the deck yourself (in a ZIP file), open it on your local machine, and play it in Slide Show to see what I mean (it's about baseball, not business, so it's a fun deck): https://1drv.ms/u/s!AlhyBM_m6GEbi0EYUDlpfmkXZRW6  I uploaded the deck to my OneDrive and I would like for it to play the same way when I or someone else starts the slide show in PowerPoint Online. All the timing I added to the deck works great Online, exactly as intended. What doesn't work is the audio autostarting on each page. So far, I can only click the play button in the lower RH corner of a page to manually start the audio. The deck is set up to automatically start the audio on each page, which again, does so on my local machine's PowerPoint, exactly as designed. You can see what I mean by opening this file, which will launch directly in PPT Online: https://1drv.ms/p/s!AlhyBM_m6GEbi0Su_wIq1-aLM0fR  How can I fix it so the audio will automatically start within the pages when it plays in PowerPoint Online, the same way it does on my local machine? ***Post moved by moderator to appropriate forum category***",1,1.0,0.9351416602976332,True,True,1.0,0.0,1.0,0.0,0.0,1.0,1,0.25,1103,98,91,True,False,True,False,0.015,0.872,0.113,0.9797
"The Save as new circuit saves the set of exercise that you do as a Circuit for that day. This is more intended towards cross-fit training, where people follow circuits. A set of exercise in the section are part of a circuit.  A normal strength user will do 2 sets of 10 push-ups and then move on to 2 sets of Dumbbell row. Where as a person doing circuits, will do 1 set of 10 push-ups, then 1 set of Dumbbell row, completing one circuit, and then move on to the next set of the same exercises.  Hope this helps.",2,0.2513940796777492,0.7323940101005908,False,True,0.0,1.0,0.0,0.0,0.0,0.0,2,0.4,339,37,33,False,False,False,False,0.033,0.855,0.112,0.8658
"Dear Sir, I found my blog http://www.autoinsurance6.com not indexing by bing or yahoo. I also add website in bing webmaster from last 2 months and also maintain as per guidelines. Please help, Why i am not Please go through this article from Why is My Site Not in the Index? from Bing webmaster help . I done Everything but still problem is same.   This i attached screen copy.  Hope this time will get best and helpful answer.  ",1,1.0000000000000002,0.7113081316371768,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,308,41,39,True,False,False,False,0.054,0.727,0.219,0.9379
"Hello Thomas1611,     Thank you for getting back to us.   Just to check, are you trying to add new contacts using their numbers?   With the new Skype, you can only add contacts using name, Skype Name or email of the person you want to add.   The number you would like to add will appear on Recent tab if you made a call to this number.   Hope this information helps us. Let me know if you need further assistance.   Thanks.",4,0.2328100985898594,0.6701711756215659,True,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.4,279,36,34,False,True,False,False,0.0,0.801,0.199,0.9242
I uninstalled the disk encryptor now there is now BS about 7 days. Thanks.,8,0.07937507937511906,0.31994950855140275,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,47,8,8,True,True,False,False,0.0,0.818,0.182,0.4404
"In the Google search bar you can view and select past searches.  Very convenient.  With the Bing search bar, however, it will only keep 3 of my past searches so that it can have room to show its suggested searches.  I have NO interest in Miley Cyrus and am really annoyed that she's given priority over searches that I've typed in.    How do I stop this PERMANENTLY?  I thought I cleared it once, but it just came right back the next time I opened.  I'm trying out Bing instead of Google, but not having access to past searches might pull me back again.     I'm running IE10 on Windows 7 x64bit.  I didn't find this specific topic when searching. The other discussions found were regarding suggested searches that came up while typing, or suggested sites in the favorites bar.    Thanks in advance.    ",1,1.0,0.9032662173601137,True,False,0.0,0.0,1.0,0.0,0.0,1.0,1,0.3333333333333333,558,66,63,True,True,False,False,0.045,0.897,0.059,0.6245
"Hi!  Problem solved.  In the Control Panel / Playback, both the Speakers/Headphones and the Communications Headphones have to be checked as Default Devices.  Doctor T ",4,0.4088006707364656,0.5385786070867469,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.8,126,15,15,True,False,True,False,0.107,0.819,0.075,-0.2244
"Hi,  Have a look to Application.OnTime  http://www.cpearson.com/excel/OnTime.aspx  Basically it schedules a macro to run at a given time but does not pause the code.",2,0.40629065053219887,0.6159969492211701,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3333333333333333,120,14,14,False,False,False,True,0.0,1.0,0.0,0.0
"If you were to swipe right on the steps tracker page, you would get to an analysis page. On that page you can look at your day break up, 7 day and 3 day history. Further more, you have the ability to pick a date in the past using the date picker and check out your history as required.",2,0.3966347342286345,0.7065341477160385,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,178,25,25,False,False,False,False,0.0,0.962,0.038,0.3182
This is not the correct forum for Xbox questions. Please see this Sticky: How to find the right support for Xbox https://answers.microsoft.com/en-us/windows/forum/games_windows_10/how-to-find-the-right-support-for-xbox/7b11de9e-b94b-4333-9ff9-c323ab55463a,2,0.16520324111288018,0.7680189799652768,False,False,0.0,0.0,0.0,0.0,0.0,1.0,2,0.6666666666666666,203,14,14,False,False,False,False,0.0,0.8,0.2,0.6124
How can I retrieve my conversation history from November 2016?,1,0.9999999999999998,0.20861521871080327,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,50,7,7,True,False,False,False,0.0,1.0,0.0,0.0
"I have an iphone running 9.3.1 and the latest release of Skype for Business client (came out 5/2/16). I have a Plantronics bluetooth headset that works great for cellular voice calls, and regular Skype calls.... but when I try to use it for Skype for Business calls...I hear the ring back tones, etc but once the call connects there is no audio in either directions. Any ideas? ***Post moved by the moderator to the appropriate forum category.***",1,1.0000000000000002,0.900718289085681,True,False,0.0,0.0,1.0,0.0,0.0,0.0,1,0.3333333333333333,318,40,39,True,False,False,False,0.035,0.933,0.032,-0.0644
"Its no longer sold, but many users are experiencing compatibility issues with recent releases. Sometimes compatibility mode can help if you have an older version.",3,0.0,0.4172218523448575,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6,127,15,15,False,False,False,False,0.057,0.817,0.126,0.4497
"The Bing Search bar for Chrome is an extension which can be disabled as opposed to an application that can be uninstalled. Click on the three orange horizontal line Preferences icon at the right end of the address bar and select Settings. When the Settings page comes up, choose Extensions from the list down the left side. Locate the Bing Search bar and disable it or remove it from Chrome using the commands on the right side.",2,0.18879114585292192,0.629095253269626,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2857142857142857,297,34,32,False,False,False,False,0.0,1.0,0.0,0.0
Nothing found under Exercises for me but I did find something when I right-clicked then chose Manage HealthVault account from the Exercise screen.   Thanks for the help.,5,0.2407368193052868,0.4718286513719723,False,False,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0,118,15,14,True,True,False,False,0.0,0.772,0.228,0.8126
Many thanks -- this is very helpful! Best wishes.,5,0.03178208630818641,0.17890032332613093,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,34,5,5,True,True,True,False,0.0,0.284,0.716,0.9123
Your file name has special characters. It has dots and commas.  Try renaming the file and get rid of the special characters (except keep the dot in the .ppt file extension).  Then try opening the file. Does it open now?,4,0.43045803238766356,0.7159129060936038,True,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,162,20,18,False,False,False,False,0.0,0.876,0.124,0.6597
"Hi,  Follow the steps in Yuri Pustjen's wiki article:  Troubleshooting Component Store / System Files Corruption http://answers.microsoft.com/en-us/windows/wiki/windows8_1-system/troubleshooting-component-store-system-files/8acbd614-678d-42b9-859c-56d3e6f8342a",3,0.12456821978060993,0.49179693384356415,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,231,16,16,False,False,False,False,0.0,0.904,0.096,0.1779
It will not erase favorites.  I have been using firefox and happy with it.,5,0.13801311186847084,0.44132949496066837,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,42,7,7,False,False,False,False,0.129,0.665,0.205,0.3331
"Hello MichelleKrnac,  Welcome to Skype Community forum.  It seems that you are using the Skype for Windows 10 that is pre-installed from your PC and let me answer your questions below this message.  Menu Bar – Please access the settings on the cog wheel at the bottom of the left-hand side of the home/navigation page. But it may not have various settings like from the Skype for Windows Desktop (the classic version).  Add new contact from dialer – Actually that option still exist, but you will need to call your contact first and at the Skype call screen. You will see 3 dots at the middle, please click that and the dial pad option and try to input the number to add.  For more information about Skype for Windows 10, please refer to this links that I am going to post, below this messages: I hope the above steps help resolve the issue you are experiencing. Should you need any additional assistance, please do not hesitate to contact us back anytime.   Regards, ",2,0.3476522760502166,0.9040626271513397,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,663,81,80,False,False,False,False,0.0,0.842,0.158,0.9803
"how can i stop my e-mails going to my draft folder  BEFORE I SEND THEM ,it is driving me bonkers, please help, i have windows 7 and use Hotmail, also Mozilla Firefox. ,",1,1.0000000000000002,0.48652874545491015,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.16666666666666666,121,19,19,True,False,False,False,0.059,0.806,0.134,0.4215
"I'm on holiday so only have my Surface RT and Lumia Win10 Phone with me and need to re-size some photographs so I can send them through my Live email. I was surprised to discover I couldn't do this thru Live Mail as I used to, the Help function in Live email doesn't suggest anything at all - and I have searched on line but only find 3rd party products - nothing from Microsoft. There has to be a way to resize my pictures on either my Surface RT or Win10 Phone - does any one know one?",1,1.0,0.5867173772990915,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.125,307,38,38,True,False,False,False,0.0,0.915,0.085,0.7717
Is there a shortcut to go to the end of a file in notepad?,1,1.0000000000000002,0.657411243046284,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,28,5,5,True,False,False,False,0.0,1.0,0.0,0.0
"Hi Benjamin,   I would appreciate if you can answer these questions:     According to Google Chrome support. This is a bug in previous version of Google Chrome:   Users that try to ""force"" updates by going to the ""about"" dialog will currently trigger an elevation prompt -- we added a policy to disallow this, it should be available in Chrome 11.   Source: https://code.google.com/p/chromium/issues/detail?id=73176   Make sure that you are using the latest version of Google Chrome, available at http://www.google.com/chrome    According to the following link, Chrome has one download to install for all users that requires admin rights and a separate download for an individual user install that doesn't require admin rights.  The article provides links to both downloads.  http://www.google.com/support/chrome/bin/answer.py?hl=en&answer=118663    For further assistance contact Google Chrome support:  https://support.google.com/chrome/?hl=en#topic=3421641    Hope this information helps. If you need further assistance with Windows let us know and we will be glad to assist.",2,0.2449489742783178,0.8832834360968014,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,802,76,70,False,False,False,False,0.0,0.877,0.123,0.9548
"Hi there MatthewHorton   It may be with your contact because setting an online status can only be done from the user's end. You can message him/her to confirm if he/she has set his/her status on Away. Even if on Away status, your contact can still receive your chat messages.  To change a status, click on the status icon just below the profile picture and choose the desired status you want to display on your account and to your contacts.   Hope this helps!   Danida_UJames Skype Community Moderator",2,0.2308947359951098,0.7696383338996063,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,330,41,38,False,False,True,False,0.0,0.895,0.105,0.8221
How can I install or download a location sensor for windows 7,1,1.0000000000000002,0.391214104758659,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.125,48,8,8,True,False,False,False,0.0,1.0,0.0,0.0
"Hi Mchylinski,  Let me know if you still need assistance.  Regards, Tina",4,0.03806934938134405,0.13714341691304816,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.4444444444444444,60,9,9,False,False,False,False,0.0,1.0,0.0,0.0
"Dear experts,] I want to take one word only one time from one sheet to another sheet. example.................. in the Row K of MWMS sheet, OWRF-1, 3rd step, OWRF-2/1 are many time.I need a formula in TOP sheets H10 cell that can show as like as ""OWRF-1, 3rd step & OWRF-2/1"". Here is the attachment also. If anybody have this formula please share with me. Regards, RAMJAN ****Post moved by the moderator to the appropriate forum category.****",1,1.0000000000000002,0.6575219293967226,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.16666666666666666,300,39,38,True,False,False,False,0.0,0.817,0.183,0.9124
"We appreciate the information that you've provided and we're glad to know that the issue is already resolved. On the other hand, we encourage that you regularly update your computer to make sure that your device is on its maximum performance.  To check for the latest update, go to Windows Update by clicking Start > Settings > Update & security and click Check for updates. It will scan and install all the latest updates available for your device.  If you have other concerns, feel free to post it here in the community.",8,0.0,0.790552742665964,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,351,43,41,False,False,False,False,0.0,0.793,0.207,0.9633
Split from this thread. Im facing the same problem with my Mac. I tried to install the font but even though it doesn't look like the real SULTAN NORMAL font. regards  ,1,0.9999999999999998,0.6673535979840582,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,115,19,19,True,False,False,False,0.135,0.865,0.0,-0.5446
"Hi there Adam,   The reason why the system is prompting you to confirm the year and the date of birth is, to confirm if the account owner is a minor or not. Microsoft has a strict policy with child accounts. This is a security feature which parents can set up to protect and manage the account of their children.   If in case, you are stuck in a loop wherein you are being asked for your birth date, you can try changing your date of birth for your Microsoft account.   You can refer to this support link for additional details if the steps above did not work for you.   Feel free to post back if you need further assistance.    Thanks.",2,0.3178185232303364,0.7288185823922715,False,False,0.0,1.0,0.0,1.0,0.0,0.0,2,0.5,385,49,48,False,True,False,True,0.015,0.874,0.111,0.9067
"hello, I am not getting Skype incoming call om my skype ID using my laptop having OS win7, please help me to sort out this issue, its very urgent.",1,1.0000000000000002,0.5760842748502363,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,99,16,16,True,False,False,False,0.0,0.786,0.214,0.7264
"Hi, having problem with the reward system, my daily offers are not working, stuck at 190/270, same thing's been happening for the past few days, I never get the points for the daily offers, when I click on the questions, it just takes me to the page about the item but no questions asked so I can get my points",1,1.0000000000000002,0.7480027977203877,False,True,0.0,0.0,1.0,0.0,0.0,0.0,1,0.25,188,24,24,True,False,False,False,0.072,0.87,0.058,-0.2335
"Hello there, I'm currently in the process of creating a MERGEFIELD and have the following script down ( I have used the yes no fields as an example) { { IF{ MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes1 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes2 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes3 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes4 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes5 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes6 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes7 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes8 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes9 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes9 } } { IF{MERGEFIELD yes } = ""0"" { MERGEFIELD Doubleyes10 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno1 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno2 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno3 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno4 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno5 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno6 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno7 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno8 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno9 } } { IF{MERGEFIELD no } = ""1"" { MERGEFIELD Doubleno10 } } When I merge the document, if the field = 1, then instead of placing the merged field at the top of the screen, it will place it with 10 blank spaces and then start with the information, what can I do so that when I do merge the document, no matter which field, ie 0 or 1, it will place the information at the top of the screen? I hope this makes sense! Thanks",1,1.0000000000000002,0.9265637152050934,True,False,1.0,0.0,1.0,0.0,0.0,0.0,1,0.125,1331,57,54,True,True,True,False,0.067,0.815,0.118,0.9639
"If you are looking for the source code examples that can be downloaded, the file is actually C9HTML_02_Code.zip and can be downloaded from the following page,  http://channel9.msdn.com/Series/HTML5-CSS3-Fundamentals-Development-for-Absolute-Beginners/Creating-Your-First-HTML5-Web-Page-02  I'm not sure if the file download link will work if you are not on that page but here it is,  http://media.ch9.ms/ch9/code/C9HTML_02_Code.zip",2,0.31108550841912763,0.8428982563501457,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,293,20,19,False,False,False,False,0.03,0.97,0.0,-0.1232
"I would like to ask if there is any way to manipulate the webcam video on my side of a Skype call - primarily to make it larger on the screen? I would like to use OBS to record the Skype window, and my webcam is only a very small area on the recorded video. Also, when using Skype in windowed mode (not enlarged to full-screen), sometimes the webcam video changes from the bottom right corner to the middle of the screen, lining up with the user icon of the person I am calling. Is there a way to prevent this from occuring?",1,1.0,0.8249591389108959,True,False,0.0,0.0,1.0,0.0,0.0,0.0,1,0.14285714285714285,348,42,38,True,False,False,False,0.0,0.939,0.061,0.6662
"Hello Mehrad,  For this concern, it would be best to provide your queries and suggestion through the Feedback section located at the bottom of the Bing Maps page.",2,0.06063390625908324,0.6902684899626333,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,112,16,16,False,False,False,False,0.0,0.865,0.135,0.6369
"Brandi  Many thanks, it was a mixture of other advice but I appreciate your help  Next step is to trigger a random number, search for it in the SSheet, delete it and print the winning ticket together with the members details  Thanks again  Phil M",5,0.4075557568177074,0.657448216457314,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,167,24,24,True,True,False,False,0.0,0.673,0.327,0.9581
"What have you done MS! I select contact for a skype-out. Contacts are sync but after the phone numbers all I get is ""Other""..  clearly not what is in the contact.  i.e. if I have a contact that has different numbers say in Beijing, Shanghai.. edited naturally in iOS.. Now all i see is ""OTHER!!!""  my iPad has not updated and I see it correctly in the old version. Then other contacts only shows One contact.  I want to see all their contacts. 1. when will this be fixed (if ever) 2. can I roll back to a working applications (after you rebooted iPhone after a forced update) So I have to look at my iOS contact list first.. see which is the correct number, go back into Skype, then select that number listed as ""other""",1,0.9999999999999998,0.7595617674075656,False,False,1.0,0.0,1.0,0.0,0.0,1.0,1,0.14285714285714285,458,53,50,True,False,True,False,0.028,0.909,0.063,0.471
"Hi Sherry1,   I'm glad to know that issue has been resolved by the resolution provided.  It has been a pleasure working with you.  Thank you for your cooperation! ",4,0.20143542511732357,0.5094455135966183,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,101,15,15,False,True,True,False,0.0,0.682,0.318,0.8805
"Well, s/he's not completely nuts, Courtneymy, but the 'dot' is below the bottom edge of the list. It can be used to increase the list height to expose more rows if necessary, but its height cannot be decreased to display fewer than 8 rows. The OP's list isn't showing at all... Nor are the controls that should appear above the list, although the dot is there.  The point is that - even if no Animations are applied or selected, the Animation Pane list should default to at least 8 rows tall.",6,0.38634556974669615,0.8443691816972781,False,False,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,312,39,38,False,False,False,False,0.049,0.889,0.063,0.1
Hello  how do i join onto the GoToWebnar?,4,0.1511849726518984,0.2115070694182042,True,False,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,27,4,4,False,False,False,False,0.0,0.761,0.239,0.296
If you have already linked the vids maybe you could try File > Info > View Links.  You should be able to break the links there. (one at a time unfortunately) Use a copy because I am not sure this will work,3,0.2457838460856521,0.6048465830996534,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6,126,21,20,False,False,False,False,0.098,0.902,0.0,-0.5207
"Hi Halim,  Please assist me with the following information related to this issue:   I would suggest you to check the issue on Sound Recorder app and check if you are able to record the sound. You may refer to the following link: Sound Recorder app for Windows: FAQ http://windows.microsoft.com/en-ca/windows-8/sound-recorder-app-faq  If you are able to record the sound using Sound Recorder app then the issue could be caused due to some in-correct settings on Google Chrome browser. You may contact Google Chrome support for further assistance on the issue. Refer to the following link: http://productforums.google.com/forum/#!forum/chrome  For additional information: https://support.google.com/chrome/answer/2693767?hl=en https://support.google.com/chrome/answer/1331723?hl=en    Please reply us on the status of the issue to assist you further.",2,0.20659846763533435,0.9400278879076847,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,651,49,46,False,False,True,False,0.0,0.932,0.068,0.7877
"Click on Maps Rest Services in the left index.  The Bing™ Maps REST Services Application Programming Interface (API) provides a Representational State Transfer (REST) interface to perform tasks such as creating a static map with pushpins, geocoding an address, retrieving imagery metadata, or creating a route.",4,0.12552411131335844,0.4358430823586197,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.4,270,28,27,False,False,False,False,0.0,0.913,0.087,0.5267
I just update to Skype for Windows 10. The language is in french. There is no tool menu to change the settings. How do I change the language setting? Where is the tool menu?,1,0.9999999999999999,0.7549997152480059,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,128,16,15,True,False,False,False,0.072,0.928,0.0,-0.3736
"Hi Curtis,   Thank you for persisting and trying to reproduce my ""bug."" I know it was there because I could reproduce it at will. I thought, ""Maybe I should make them a movie to demonstrate it..."" but decided against it because it was so obscure. Someone would have to use the Outline icon on the QAT, then click it while in slide master view. I just deleted the icon and walked away after posting. I had spent enough time on the problem.  But today, since you posted and were trying, I thought I would make a movie for you.  But I could not reproduce the problem by adding Outline back to the QAT. Now my behavior is the same as yours--everything works as expected.  The only mysterious thing is that the Outline icon now looks like the Normal View icon, instead of the look it had before (unless my memory is lying to me).   Anyhow, removing and adding the Outline icon to the QAT has solved my problem, so I'm happy.  Thank you again Kevin    ",5,0.5680886680660303,0.8979087927077868,False,True,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0,602,63,61,True,True,False,False,0.059,0.841,0.1,0.7876
bing has been slow for a week here sucks,2,0.14147911460452758,0.19848838605228114,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3333333333333333,20,4,4,False,False,False,False,0.238,0.762,0.0,-0.3612
"Hi Tommy,  As I understand you are unable to save pictures to Camera roll on your iPhone.  Please provide us certain information to narrow down the issue: Your reply is very important for us to ensure a proper resolution. Please get back to us with the above information in order to assist you accordingly.",2,0.3312862310652588,0.802217122377429,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,225,29,29,False,False,False,False,0.0,0.767,0.233,0.9117
"Had to reset my PC due to an fault caused by latest Windows 10 update. Reinstalled Skype but unable to sign in with my original password etc. so had to create new account. Traced my friend in New Zealand in search list, sent him contact request but he doesn't get it, but it still shows me on his contacts list and can send me messages, that I also don't receive? I think I must now have two Skype accounts? as I have lost all contacts I had but am still using same email address?.  Have tried Skype help but just go round in circles and getting annoyed! Any help/advice would be greatly appreciated. Thanks Dave",1,1.0,0.6386406380743042,True,True,0.0,0.0,0.0,0.0,0.0,1.0,1,0.14285714285714285,442,60,57,True,True,True,False,0.059,0.768,0.173,0.9561
You are right. The website informed me they were having problems. ,3,0.04601350119165875,0.15350942815633986,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,41,6,6,True,False,False,False,0.213,0.787,0.0,-0.4019
"Dear Community, People who use Google Street View can take a look at the history of the captures, e.g there were pictures taken in Dec 2009 and Nov 2016. Is it possible to view such a history on Bing Maps? Thank you very much for your help.",1,1.0,0.764007490027785,True,False,0.0,0.0,0.0,0.0,1.0,0.0,1,0.3333333333333333,158,24,24,True,True,False,False,0.0,0.849,0.151,0.7783
"Thanks for the reply. I am using IE 11.0.9600.18792. I have now managed to resolve the issue. I uninstalled Skype, deleted all folders and registry entries containing the word skype. Reinstalled skype but in a different folder location and it is working.",3,0.46861058735073596,0.6902564772499472,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,193,22,21,True,True,False,False,0.0,0.914,0.086,0.4118
"My online Skype status is set to green, ie Online. However for at least one of my contacts it shows yellow, ie Away. Is this my contact’s problem or mine and how is it fixed? ",1,1.0,0.6671460755119605,True,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.2,117,17,16,True,False,False,False,0.074,0.926,0.0,-0.4019
"Hi Andrew, Non of the download links not exists any more. Any other suggestions? Thanks -Ruwan",5,0.16289259247507362,0.215604540257309,True,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,67,10,10,False,True,False,False,0.0,0.838,0.162,0.4404
"I have only one person in my skype contact list. While browsing various pages of the new Skype version on my iPhone I saw another contact appear which showed ""1 mutual contact"". Since I have only one person on my list I deduced it would be that person only. On enquiring that person said it might be possible that this person is on their contact list but he/she could not find it. The next day on checking the contact it started showing ""no mutual contacts"". My question is, how is this possible that this contact appears suddenly on my list without being searched and secondly how come this new contact is not visible on the list for my existing contact and finally how did it started showing ""no mutual contact"" after a day?",1,1.0,0.6953908063804324,True,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.14285714285714285,491,46,43,True,False,False,False,0.0,1.0,0.0,0.0
And your Windows version is........?  ,2,0.0,0.16829646289202074,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,23,3,3,False,False,False,False,0.0,1.0,0.0,0.0
